Age,CityTier,PitchDuration_Cap,NumberOfPersonVisiting,NumberOfFollowups,Product_Tier,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,NumAdultsVisiting,IncomePerPerson,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,ProdTaken
21,1,16,2,4,1,5,2,0,3,1,0,16416,2,8208.0,True,False,True,False,False,False,True,False,True,False,False,False,1
40,1,22,2,4,3,3,7,0,5,1,1,20094,1,10047.0,False,False,False,True,True,False,True,False,False,True,False,False,0
30,1,15,2,4,1,3,2,0,4,0,1,17206,1,8603.0,True,False,False,True,True,False,True,False,True,False,False,False,0
32,3,12,4,4,3,3,3,0,1,0,3,24154,1,6038.5,True,False,True,False,False,True,False,False,False,True,False,False,0
43,3,32,3,3,4,3,2,1,2,0,0,31959,3,10653.0,False,False,True,False,True,False,False,False,False,False,False,False,0
30,1,7,3,4,1,3,2,0,1,0,1,20736,2,6912.0,True,True,False,False,True,False,True,False,True,False,False,False,1
46,3,13,3,5,2,3,8,0,4,1,1,27543,2,9181.0,False,False,False,True,False,False,False,True,False,False,True,False,0
33,1,7,4,4,1,3,2,0,5,0,1,20992,3,5248.0,False,False,True,False,True,True,False,False,True,False,False,False,0
49,1,11,3,3,3,3,3,0,3,0,0,21651,3,7217.0,True,True,False,False,True,False,False,False,False,True,False,False,0
37,1,8,4,6,2,5,4,1,1,1,1,28930,3,7232.5,True,True,False,False,False,True,False,False,False,False,True,False,0
28,1,12,2,4,1,3,2,1,4,1,0,17703,2,8851.5,False,False,True,False,True,True,False,False,True,False,False,False,0
34,1,8,3,4,1,3,4,0,5,1,2,17768,1,5922.666667,True,False,True,False,True,True,False,False,True,False,False,False,0
35,3,22,3,3,2,4,1,0,1,1,1,23020,2,7673.333333,True,False,False,True,True,True,False,False,False,False,True,False,0
39,1,30,3,5,2,3,2,0,3,1,1,28204,2,9401.333333,False,False,True,False,True,False,False,True,False,False,True,False,0
51,1,12,2,4,1,3,1,0,5,1,1,17838,1,8919.0,False,False,False,True,False,False,True,False,True,False,False,False,0
47,1,14,2,4,3,3,4,0,5,1,1,23936,1,11968.0,False,False,False,True,False,True,False,False,False,True,False,False,0
34,1,7,4,4,2,3,3,1,1,1,1,32136,3,8034.0,False,False,True,False,False,False,True,False,False,False,True,False,0
26,1,11,2,4,1,3,2,1,2,0,1,17366,1,8683.0,False,False,False,True,False,False,False,False,True,False,False,False,1
34,1,10,4,4,1,5,3,1,5,1,1,22026,3,5506.5,False,False,True,False,True,False,False,True,True,False,False,False,1
39,2,7,3,2,1,3,3,0,4,1,1,21522,2,7174.0,True,False,True,False,True,False,False,False,True,False,False,False,0
37,1,30,3,2,3,3,6,0,3,0,1,21249,2,7083.0,False,False,False,True,True,True,False,False,False,True,False,False,0
47,3,9,2,3,4,3,1,1,5,1,1,28770,1,14385.0,False,False,False,True,False,True,False,False,False,False,False,False,0
32,3,13,4,6,3,3,6,1,3,0,3,24850,1,6212.5,True,False,True,False,True,True,False,False,False,True,False,False,1
20,3,7,4,6,1,5,2,0,3,1,1,21003,3,5250.75,False,True,False,False,False,False,True,False,True,False,False,False,1
51,1,6,1,4,2,5,4,0,2,1,0,22484,1,22484.0,False,False,False,True,False,False,False,True,False,False,True,False,0
37,3,12,3,3,3,3,5,0,3,1,0,21502,3,7167.333333,True,False,False,True,True,True,False,False,False,True,False,False,0
34,3,23,4,4,3,5,7,0,3,1,1,24002,3,6000.5,True,False,False,True,False,False,False,True,False,True,False,False,1
52,3,28,4,4,3,3,2,1,5,1,2,24119,2,6029.75,True,False,False,True,True,False,False,True,False,True,False,False,0
43,1,9,3,4,2,3,4,1,3,1,1,28802,2,9600.666667,False,False,True,False,True,True,False,False,False,False,True,False,0
31,3,26,2,3,3,3,2,0,2,1,0,21932,2,10966.0,False,False,False,True,False,False,False,False,False,True,False,False,0
45,1,15,2,3,3,4,1,0,4,1,0,17348,2,8674.0,True,False,True,False,True,True,False,False,False,True,False,False,0
28,1,6,2,3,1,3,2,0,1,0,0,17044,2,8522.0,True,False,True,False,True,True,False,False,True,False,False,False,0
43,1,36,3,6,3,3,6,0,3,1,1,22950,2,7650.0,True,False,False,True,True,False,False,True,False,True,False,False,0
42,1,14,3,4,3,3,8,0,3,1,2,23681,1,7893.666667,True,False,False,True,False,False,False,True,False,True,False,False,0
32,1,14,3,4,3,3,5,0,3,0,2,24593,1,8197.666667,True,False,True,False,True,True,False,False,False,True,False,False,0
50,1,10,3,5,3,5,6,0,3,1,2,23467,1,7822.333333,True,False,False,True,False,False,False,False,False,True,False,False,0
45,1,9,4,2,1,3,3,0,4,1,3,20689,1,5172.25,True,False,True,False,False,True,False,False,True,False,False,False,0
45,3,15,3,3,2,5,5,1,1,0,0,25761,3,8587.0,True,False,False,True,True,True,False,False,False,False,True,False,0
45,1,8,3,4,4,3,1,0,4,1,2,31792,1,10597.33333,False,False,False,True,True,True,False,False,False,False,False,False,0
43,1,30,3,5,3,3,3,0,3,1,2,23010,1,7670.0,False,False,True,False,True,False,False,True,False,True,False,False,0
39,1,30,3,5,2,3,2,0,3,0,1,28204,2,9401.333333,False,False,True,False,True,False,False,True,False,False,True,False,0
31,1,30,3,4,3,5,2,0,5,0,2,21812,1,7270.666667,True,False,False,True,False,False,False,True,False,True,False,False,0
34,3,9,4,4,3,3,3,0,3,1,2,24183,2,6045.75,True,False,False,True,True,True,False,False,False,True,False,False,0
52,1,13,2,3,2,4,1,0,3,1,1,25445,1,12722.5,True,False,True,False,True,False,False,True,False,False,True,False,0
31,3,14,2,3,2,3,2,0,3,1,0,25793,2,12896.5,True,False,True,False,True,True,False,False,False,False,True,False,0
22,3,16,3,4,1,3,3,0,4,1,1,21288,2,7096.0,False,False,False,True,True,False,False,True,True,False,False,False,0
27,1,11,2,3,1,3,1,1,1,1,1,17379,1,8689.5,False,False,True,False,False,False,True,False,True,False,False,False,0
40,3,11,3,5,3,3,6,0,5,1,1,24580,2,8193.333333,True,False,True,False,False,False,False,False,False,True,False,False,0
42,3,17,3,6,3,4,3,0,1,1,1,24829,2,8276.333333,False,False,False,True,True,False,False,True,False,True,False,False,0
31,3,36,4,4,3,5,2,0,2,1,2,22793,2,5698.25,True,False,True,False,True,True,False,False,False,True,False,False,0
30,3,16,3,4,3,3,2,0,2,1,0,21578,3,7192.666667,True,False,False,True,True,False,False,False,False,True,False,False,0
41,3,12,2,3,2,3,2,0,5,1,0,24241,2,12120.5,True,False,False,True,True,False,False,True,False,False,True,False,0
37,1,11,3,5,3,3,3,0,5,1,2,24488,1,8162.666667,True,False,True,False,True,False,False,True,False,True,False,False,0
30,3,15,2,3,1,3,2,0,5,0,0,16081,2,8040.5,True,False,False,True,True,False,True,False,True,False,False,False,1
57,1,14,4,4,1,3,2,0,4,1,3,21017,1,5254.25,True,True,False,False,True,True,False,False,True,False,False,False,1
42,3,14,2,3,3,4,1,0,3,0,1,21825,1,10912.5,True,False,False,True,True,False,False,False,False,True,False,False,0
43,1,12,4,4,1,3,6,0,3,1,1,20771,3,5192.75,False,False,True,False,True,False,False,False,True,False,False,False,0
31,1,6,3,4,1,5,2,0,4,0,0,17218,3,5739.333333,True,False,True,False,True,False,False,False,True,False,False,False,0
29,1,9,4,4,1,3,4,0,4,0,2,22163,2,5540.75,True,False,True,False,True,False,False,True,True,False,False,False,1
31,3,26,3,1,1,3,1,0,5,1,0,17791,3,5930.333333,False,False,True,False,True,True,False,False,True,False,False,False,0
28,1,16,3,4,1,4,8,0,3,1,2,20702,1,6900.666667,False,False,False,True,True,True,False,False,True,False,False,False,0
34,1,11,2,4,2,5,3,0,1,1,1,26631,1,13315.5,True,False,False,True,False,False,False,True,False,False,True,False,0
36,3,21,2,5,3,3,2,0,1,1,0,20406,2,10203.0,False,False,False,True,True,True,False,False,False,True,False,False,0
25,1,13,3,4,1,3,2,0,2,1,2,17889,1,5963.0,True,False,False,True,True,False,False,False,True,False,False,False,0
57,1,6,2,3,3,3,3,0,3,0,1,21755,1,10877.5,True,False,False,True,True,True,False,False,False,True,False,False,0
36,2,19,2,3,1,4,5,0,3,1,0,17143,2,8571.5,True,False,True,False,True,False,False,False,True,False,False,False,0
56,1,9,4,4,2,4,5,0,2,1,2,29654,2,7413.5,False,False,True,False,True,False,False,False,False,False,True,False,0
50,1,14,3,4,2,4,5,0,4,0,2,29144,1,9714.666667,True,False,True,False,True,True,False,False,False,False,True,False,0
36,1,18,2,4,2,3,1,0,1,1,0,23858,2,11929.0,True,False,False,True,False,False,False,True,False,False,True,False,0
27,1,14,4,4,1,3,3,0,4,1,3,21248,1,5312.0,False,False,False,True,True,False,True,False,True,False,False,False,0
29,1,16,3,3,1,4,1,0,5,0,0,18291,3,6097.0,False,False,True,False,False,True,False,False,True,False,False,False,0
21,3,6,3,4,1,4,2,1,5,1,2,17174,1,5724.666667,False,True,False,False,False,False,True,False,True,False,False,False,1
44,1,10,2,3,3,4,1,0,1,1,1,20933,1,10466.5,True,False,False,True,True,False,True,False,False,True,False,False,0
35,3,7,4,2,3,3,2,0,5,0,2,28403,2,7100.75,True,False,False,True,True,True,False,False,False,True,False,False,0
58,1,8,2,3,5,4,1,1,3,1,1,34246,1,17123.0,True,False,True,False,True,False,True,False,False,False,False,True,1
33,3,7,4,5,1,4,2,0,1,0,3,20947,1,5236.75,True,False,False,True,True,True,False,False,True,False,False,False,0
30,1,7,3,4,3,5,2,0,3,1,1,24051,2,8017.0,True,False,True,False,True,True,False,False,False,True,False,False,0
28,1,25,3,4,1,5,2,0,3,1,2,18196,1,6065.333333,True,False,False,True,True,False,False,False,True,False,False,False,0
20,1,9,2,4,1,3,2,0,3,0,1,18033,1,9016.5,True,False,True,False,True,False,True,False,True,False,False,False,0
33,1,32,3,4,1,3,3,1,5,0,1,21473,2,7157.666667,True,False,True,False,True,False,False,True,True,False,False,False,1
48,3,10,3,4,4,3,2,1,5,1,1,32448,2,10816.0,False,False,False,True,False,True,False,False,False,False,False,False,0
37,1,22,3,4,3,3,2,0,4,0,2,23512,1,7837.333333,True,False,True,False,True,True,False,False,False,True,False,False,1
36,3,24,4,4,3,5,5,1,3,1,2,27644,2,6911.0,True,False,True,False,True,False,False,False,False,True,False,False,0
44,1,16,3,4,1,3,6,0,3,0,2,21116,1,7038.666667,False,False,True,False,True,False,True,False,True,False,False,False,0
47,3,12,4,4,3,3,6,1,5,1,2,24450,2,6112.5,False,False,False,True,True,False,False,True,False,True,False,False,0
57,1,15,4,4,1,5,6,1,4,1,2,22935,2,5733.75,True,False,True,False,False,True,False,False,True,False,False,False,0
45,1,13,3,3,2,5,2,0,1,1,0,20210,3,6736.666667,False,False,True,False,True,True,False,False,False,False,True,False,0
45,1,14,3,5,2,3,5,0,4,0,1,28926,2,9642.0,True,False,False,True,False,True,False,False,False,False,True,False,0
51,1,35,4,3,1,3,3,1,2,1,3,21899,1,5474.75,True,False,False,True,True,False,False,False,True,False,False,False,0
50,1,30,3,3,4,3,4,1,4,1,2,28973,1,9657.666667,True,False,True,False,True,True,False,False,False,False,False,False,0
37,3,17,3,4,2,3,3,0,1,1,2,28658,1,9552.666667,False,False,False,True,True,False,True,False,False,False,True,False,0
38,1,6,2,3,1,5,4,0,2,1,1,17619,1,8809.5,True,False,True,False,False,False,True,False,True,False,False,False,0
46,1,6,2,3,5,3,1,0,5,1,1,34627,1,17313.5,True,False,False,True,True,True,False,False,False,False,False,True,0
36,1,11,2,3,2,5,5,0,4,1,1,23008,1,11504.0,True,False,True,False,False,True,False,False,False,False,True,False,0
28,1,24,3,4,1,4,2,1,4,0,1,21736,2,7245.333333,True,True,False,False,True,True,False,False,True,False,False,False,0
46,1,27,4,4,4,3,2,1,3,0,1,32174,3,8043.5,True,False,False,True,True,False,False,False,False,False,False,False,0
34,1,10,3,4,1,3,3,1,1,1,2,21587,1,7195.666667,False,False,True,False,False,True,False,False,True,False,False,False,0
46,1,11,3,4,3,4,3,0,4,1,1,23125,2,7708.333333,False,False,True,False,True,True,False,False,False,True,False,False,0
58,1,6,2,5,3,3,3,1,2,1,1,20660,1,10330.0,False,False,True,False,True,True,False,False,False,True,False,False,0
31,3,13,3,3,3,3,5,0,1,0,0,22547,3,7515.666667,True,False,False,True,True,True,False,False,False,True,False,False,0
60,1,9,4,5,4,3,5,1,5,0,3,32404,1,8101.0,True,False,True,False,False,False,True,False,False,False,False,False,0
38,1,35,3,3,3,5,1,1,3,0,1,21673,2,7224.333333,True,False,False,True,True,False,False,False,False,True,False,False,1
32,3,10,2,5,2,3,2,0,1,1,0,25400,2,12700.0,True,False,False,True,True,True,False,False,False,False,True,False,1
41,1,9,3,5,1,3,2,1,3,1,2,21020,1,7006.666667,True,False,False,True,False,False,True,False,True,False,False,False,0
46,1,28,3,3,3,3,2,1,5,1,2,33789,1,11263.0,True,False,False,True,True,True,False,False,False,True,False,False,1
34,1,13,3,5,3,3,2,1,5,1,0,21074,3,7024.666667,False,False,True,False,True,False,True,False,False,True,False,False,1
38,3,15,3,4,1,4,1,0,4,0,0,17899,3,5966.333333,True,False,False,True,True,False,False,False,True,False,False,False,0
33,1,12,3,2,1,3,5,1,1,0,2,21110,1,7036.666667,False,False,True,False,False,False,True,False,True,False,False,False,1
56,1,15,3,3,1,3,3,0,1,1,0,17942,3,5980.666667,False,False,False,True,False,True,False,False,True,False,False,False,0
30,1,13,3,3,1,3,2,0,5,0,0,16274,3,5424.666667,False,True,False,False,True,True,False,False,True,False,False,False,0
49,1,27,3,4,1,3,6,0,2,0,1,20937,2,6979.0,True,False,False,True,True,False,False,False,True,False,False,False,0
43,1,13,2,3,2,5,1,0,5,1,0,24985,2,12492.5,True,False,True,False,False,False,False,False,False,False,True,False,0
30,1,35,4,4,1,3,6,0,5,0,2,21192,2,5298.0,True,False,True,False,False,True,False,False,True,False,False,False,0
34,3,7,3,3,3,5,4,0,3,1,1,24054,2,8018.0,False,False,True,False,False,False,False,False,False,True,False,False,0
30,1,15,2,4,1,3,2,0,4,1,1,17206,1,8603.0,True,False,False,True,True,False,True,False,True,False,False,False,0
56,3,12,2,1,4,5,1,0,3,1,0,28212,2,14106.0,False,False,True,False,False,True,False,False,False,False,False,False,0
35,1,36,3,4,3,3,6,0,3,0,1,24107,2,8035.666667,True,False,False,True,True,False,False,False,False,True,False,False,0
38,1,10,3,4,3,4,5,0,4,1,1,22785,2,7595.0,True,False,True,False,False,False,False,True,False,True,False,False,0
27,1,9,3,2,3,3,3,0,3,1,2,24150,1,8050.0,True,False,False,True,True,False,False,False,False,True,False,False,0
25,1,16,4,2,1,3,3,0,1,0,1,23079,3,5769.75,True,False,False,True,True,True,False,False,True,False,False,False,0
37,3,23,4,5,3,5,6,0,5,1,1,24325,3,6081.25,True,False,False,True,False,False,False,False,False,True,False,False,0
49,3,14,2,4,4,4,7,0,4,1,0,28120,2,14060.0,True,True,False,False,True,False,False,False,False,False,False,False,0
23,1,13,4,4,1,3,2,0,1,1,2,21451,2,5362.75,True,False,False,True,True,True,False,False,True,False,False,False,0
48,3,8,2,2,3,4,4,0,3,1,0,23120,2,11560.0,True,False,False,True,True,False,False,False,False,True,False,False,0
42,2,8,2,3,1,3,1,1,4,1,1,17696,1,8848.0,True,True,False,False,True,True,False,False,True,False,False,False,0
28,1,7,3,5,3,5,7,0,3,0,2,22976,1,7658.666667,False,True,False,False,True,False,False,False,False,True,False,False,0
34,1,8,3,1,1,3,1,1,1,0,1,17932,2,5977.333333,True,False,False,True,True,True,False,False,True,False,False,False,0
43,3,33,4,4,4,4,7,0,3,1,3,32203,1,8050.75,False,False,False,True,False,False,False,False,False,False,False,False,0
49,1,9,4,2,1,4,7,0,2,0,3,21237,1,5309.25,True,True,False,False,True,False,True,False,True,False,False,False,0
29,3,20,3,4,3,4,7,0,3,1,1,22545,2,7515.0,False,True,False,False,False,False,False,True,False,True,False,False,1
33,1,6,2,4,1,3,2,0,3,0,0,17008,2,8504.0,False,False,False,True,True,True,False,False,True,False,False,False,0
34,3,19,2,3,2,3,2,0,1,1,1,23628,1,11814.0,True,False,False,True,True,True,False,False,False,False,True,False,0
34,1,11,3,5,1,4,8,0,4,0,2,21300,1,7100.0,True,False,False,True,False,True,False,False,True,False,False,False,0
37,1,15,3,4,2,3,3,0,4,1,2,28774,1,9591.333333,True,True,False,False,False,True,False,False,False,False,True,False,0
46,3,16,4,4,2,5,6,1,1,0,1,29439,3,7359.75,True,False,False,True,True,True,False,False,False,False,True,False,0
27,1,9,3,2,3,3,3,0,3,1,2,24150,1,8050.0,True,False,False,True,True,True,False,False,False,True,False,False,0
42,1,10,2,3,5,3,2,0,1,0,0,34232,2,17116.0,True,True,False,False,True,True,False,False,False,False,False,True,0
34,3,15,3,3,3,3,2,0,2,1,2,20714,1,6904.666667,True,False,True,False,False,False,False,False,False,True,False,False,0
41,1,17,3,2,1,3,5,1,3,0,2,20891,1,6963.666667,True,False,True,False,False,True,False,False,True,False,False,False,0
41,1,9,3,2,3,3,7,0,3,1,1,25055,2,8351.666667,True,False,False,True,False,True,False,False,False,True,False,False,0
32,1,8,3,3,1,4,2,0,3,1,1,16393,2,5464.333333,True,False,True,False,True,False,True,False,True,False,False,False,1
35,1,28,3,1,2,4,1,0,5,1,2,26996,1,8998.666667,True,False,True,False,False,True,False,False,False,False,True,False,0
35,3,30,4,4,3,3,2,0,5,1,2,23246,2,5811.5,False,False,False,True,True,False,False,True,False,True,False,False,0
32,3,14,4,4,3,3,6,0,1,0,1,26225,3,6556.25,True,False,False,True,True,True,False,False,False,True,False,False,0
28,3,16,3,3,1,4,2,0,5,0,2,16052,1,5350.666667,True,False,False,True,True,True,False,False,True,False,False,False,0
25,3,17,4,4,3,3,3,1,1,0,1,22938,3,5734.5,True,False,False,True,False,True,False,False,False,True,False,False,0
34,1,6,3,4,3,5,1,0,2,1,2,20343,1,6781.0,False,False,False,True,True,False,True,False,False,True,False,False,0
36,3,7,3,4,3,3,2,0,3,1,1,23395,2,7798.333333,True,False,False,True,True,False,False,False,False,True,False,False,0
27,3,26,2,3,3,3,2,0,1,1,1,24981,1,12490.5,False,False,True,False,False,False,False,True,False,True,False,False,0
24,1,13,2,3,1,3,2,1,4,0,0,17886,2,8943.0,False,False,True,False,False,True,False,False,True,False,False,False,1
49,1,10,2,4,5,3,3,0,3,0,0,33711,2,16855.5,True,False,False,True,True,False,False,False,False,False,False,True,0
21,3,9,3,5,1,3,3,0,4,0,2,20722,1,6907.333333,True,False,False,True,False,False,True,False,True,False,False,False,1
32,3,15,3,4,2,3,3,0,3,1,1,29471,2,9823.666667,True,False,True,False,True,True,False,False,False,False,True,False,0
49,1,6,2,4,4,3,1,1,3,0,0,28964,2,14482.0,True,True,False,False,False,False,True,False,False,False,False,False,0
32,3,27,3,4,3,3,3,0,1,1,2,25610,1,8536.666667,False,False,False,True,False,True,False,False,False,True,False,False,0
28,3,11,3,3,3,3,2,0,3,1,0,19908,3,6636.0,True,False,False,True,True,False,True,False,False,True,False,False,0
50,1,6,3,3,4,3,1,0,5,0,2,32399,1,10799.66667,True,False,False,True,True,True,False,False,False,False,False,False,0
38,1,6,2,1,3,3,1,0,1,0,0,22625,2,11312.5,True,False,True,False,False,False,False,True,False,True,False,False,0
54,1,8,2,3,2,3,1,0,4,1,0,28549,2,14274.5,True,True,False,False,False,False,False,False,False,False,True,False,0
42,1,12,2,3,2,5,1,0,3,1,0,28348,2,14174.0,True,False,False,True,True,True,False,False,False,False,True,False,0
35,1,13,3,5,3,4,8,0,3,0,2,23183,1,7727.666667,True,False,True,False,False,True,False,False,False,True,False,False,0
28,1,6,2,4,1,4,2,0,4,0,0,17596,2,8798.0,False,False,False,True,True,True,False,False,True,False,False,False,1
35,3,20,3,4,2,3,3,0,1,1,2,27306,1,9102.0,True,False,False,True,True,True,False,False,False,False,True,False,0
35,1,23,4,5,1,3,3,0,5,1,2,21231,2,5307.75,False,False,True,False,False,False,True,False,True,False,False,False,0
31,1,9,3,6,3,3,4,0,2,0,2,24769,1,8256.333333,True,False,True,False,False,False,False,True,False,True,False,False,0
30,1,10,2,3,1,3,1,1,4,1,0,17285,2,8642.5,False,True,False,False,True,False,True,False,True,False,False,False,1
34,1,8,3,3,3,3,2,0,5,1,1,21687,2,7229.0,True,True,False,False,False,False,False,True,False,True,False,False,0
57,1,30,4,4,4,4,6,1,4,1,3,32080,1,8020.0,True,False,True,False,True,False,False,False,False,False,False,False,0
34,1,14,2,3,3,5,4,0,5,1,1,20121,1,10060.5,True,False,True,False,False,True,False,False,False,True,False,False,0
58,1,7,4,2,3,3,2,0,3,1,3,23578,1,5894.5,True,False,True,False,True,False,False,False,False,True,False,False,0
55,1,26,4,4,3,5,2,1,3,0,1,24163,3,6040.75,True,False,False,True,False,True,False,False,False,True,False,False,0
36,3,15,4,4,1,3,3,0,3,1,3,21250,1,5312.5,True,False,True,False,False,True,False,False,True,False,False,False,0
38,1,8,3,3,1,3,7,1,4,0,0,18057,3,6019.0,True,False,False,True,True,False,False,False,True,False,False,False,0
58,3,27,3,3,4,3,5,1,5,1,0,32875,3,10958.33333,True,False,True,False,False,True,False,False,False,False,False,False,0
45,1,13,3,1,3,3,5,0,1,1,0,21434,3,7144.666667,False,False,True,False,True,True,False,False,False,True,False,False,0
32,1,29,4,4,3,3,3,1,5,1,1,24857,3,6214.25,True,False,False,True,True,False,False,False,False,True,False,False,1
35,1,29,3,5,3,3,3,1,1,1,1,24425,2,8141.666667,False,False,True,False,True,True,False,False,False,True,False,False,0
29,1,27,2,1,2,5,2,0,5,1,1,24980,1,12490.0,True,False,True,False,False,True,False,False,False,False,True,False,0
25,1,24,3,5,3,3,3,0,3,0,1,23055,2,7685.0,True,False,False,True,False,True,False,False,False,True,False,False,0
46,1,27,3,3,3,4,5,0,3,1,2,23926,1,7975.333333,True,False,False,True,False,True,False,False,False,True,False,False,1
51,3,33,2,3,3,3,2,1,5,1,1,29026,1,14513.0,True,False,True,False,True,False,True,False,False,True,False,False,1
48,1,7,4,4,1,3,2,0,3,1,1,22098,3,5524.5,True,True,False,False,True,False,False,False,True,False,False,False,0
23,1,33,3,5,1,3,3,1,3,0,1,21492,2,7164.0,False,False,True,False,False,True,False,False,True,False,False,False,0
36,1,17,3,4,3,3,5,1,1,1,1,24820,2,8273.333333,True,False,False,True,False,False,False,True,False,True,False,False,0
34,3,9,2,5,3,3,6,0,1,1,0,21029,2,10514.5,True,False,True,False,False,False,True,False,False,True,False,False,0
30,2,14,3,4,1,3,7,0,5,1,2,17180,1,5726.666667,False,False,True,False,False,True,False,False,True,False,False,False,1
52,1,31,2,4,4,3,4,0,5,0,1,28826,1,14413.0,False,False,False,True,False,True,False,False,False,False,False,False,0
32,1,10,3,4,3,3,2,0,4,1,1,21162,2,7054.0,True,False,True,False,False,True,False,False,False,True,False,False,0
33,1,20,3,3,1,4,2,0,5,1,1,17756,2,5918.666667,True,False,False,True,False,True,False,False,True,False,False,False,0
35,1,16,4,4,3,5,6,0,3,0,2,24024,2,6006.0,False,False,True,False,True,True,False,False,False,True,False,False,1
33,3,14,2,3,3,5,3,0,5,1,0,21392,2,10696.0,True,False,True,False,True,True,False,False,False,True,False,False,0
28,1,16,5,4,1,4,3,0,3,0,2,20957,3,4191.4,True,False,False,True,False,False,True,False,True,False,False,False,0
41,3,17,4,5,2,4,4,0,4,0,1,28383,3,7095.75,True,False,False,True,True,True,False,False,False,False,True,False,0
44,2,6,2,3,3,3,5,1,5,1,1,20743,1,10371.5,False,False,True,False,True,True,False,False,False,True,False,False,0
41,1,21,3,5,5,3,3,0,3,1,2,38304,1,12768.0,True,False,False,True,True,False,True,False,False,False,False,True,0
38,1,14,2,4,2,3,6,0,2,0,1,32342,1,16171.0,True,False,False,True,True,False,True,False,False,False,True,False,0
23,1,10,3,5,1,3,2,1,3,0,1,21531,2,7177.0,False,False,True,False,True,False,False,False,True,False,False,False,1
34,1,13,2,4,3,3,5,0,5,1,1,26403,1,13201.5,False,False,True,False,True,True,False,False,False,True,False,False,0
24,1,33,3,4,1,3,3,0,1,0,2,21582,1,7194.0,True,False,True,False,True,True,False,False,True,False,False,False,0
30,1,7,3,4,3,3,3,0,3,0,1,22997,2,7665.666667,False,True,False,False,True,True,False,False,False,True,False,False,0
25,1,25,3,4,1,3,2,0,4,0,1,21452,2,7150.666667,True,False,True,False,True,True,False,False,True,False,False,False,0
34,3,15,3,4,3,3,2,0,2,1,2,25782,1,8594.0,True,False,False,True,True,True,False,False,False,True,False,False,0
25,1,24,3,5,3,3,3,0,3,1,2,23055,1,7685.0,True,False,False,True,False,True,False,False,False,True,False,False,0
41,3,17,4,5,2,4,4,0,4,1,2,28383,2,7095.75,True,False,False,True,True,True,False,False,False,False,True,False,0
20,2,9,3,5,1,3,3,0,3,0,1,21242,2,7080.666667,True,True,False,False,True,False,True,False,True,False,False,False,1
41,1,15,3,3,5,3,3,0,4,0,2,34419,1,11473.0,False,False,False,True,True,True,False,False,False,False,False,True,0
37,3,12,3,3,3,3,5,0,3,0,0,21502,3,7167.333333,True,False,False,True,True,False,False,False,False,True,False,False,0
45,1,30,4,4,3,4,6,0,3,0,2,20720,2,5180.0,False,False,False,True,True,True,False,False,False,True,False,False,0
23,3,13,2,3,1,3,2,1,1,1,0,17275,2,8637.5,True,False,True,False,True,True,False,False,True,False,False,False,1
41,1,7,3,4,1,4,5,0,1,1,2,21065,1,7021.666667,True,False,True,False,True,False,False,False,True,False,False,False,0
59,3,9,2,4,3,3,6,0,3,0,0,20171,2,10085.5,True,False,True,False,False,False,True,False,False,True,False,False,0
28,1,9,3,4,3,3,2,0,5,0,2,22905,1,7635.0,True,False,True,False,False,False,False,False,False,True,False,False,0
41,1,11,2,1,1,3,3,1,1,1,1,17127,1,8563.5,True,False,False,True,True,False,False,False,True,False,False,False,0
29,1,8,3,3,1,4,1,0,4,1,0,17703,3,5901.0,True,False,True,False,True,True,False,False,True,False,False,False,0
43,3,7,3,4,3,3,3,0,3,1,1,23585,2,7861.666667,True,False,True,False,True,False,False,False,False,True,False,False,0
36,1,13,3,6,3,3,3,0,5,0,2,25324,1,8441.333333,True,False,True,False,True,False,False,True,False,True,False,False,0
28,1,12,3,4,1,3,2,1,1,1,2,21057,1,7019.0,False,False,True,False,False,False,True,False,True,False,False,False,0
30,3,33,3,3,3,3,1,0,3,1,2,20304,1,6768.0,True,False,False,True,True,True,False,False,False,True,False,False,0
32,1,22,4,4,1,3,3,0,4,1,3,21288,1,5322.0,False,False,False,True,True,False,False,False,True,False,False,False,1
42,1,16,2,3,1,3,4,0,4,1,0,17936,2,8968.0,False,True,False,False,True,True,False,False,True,False,False,False,0
54,3,9,2,3,3,5,3,0,4,1,1,20940,1,10470.0,True,False,False,True,False,False,False,False,False,True,False,False,0
39,1,8,3,3,2,3,1,0,1,1,2,25938,1,8646.0,False,True,False,False,False,False,False,True,False,False,True,False,0
21,3,16,3,4,1,3,3,1,4,1,1,21001,2,7000.333333,False,False,False,True,False,False,True,False,True,False,False,False,1
50,1,10,3,3,5,4,4,0,5,1,0,34144,3,11381.33333,True,False,True,False,True,True,False,False,False,False,False,True,0
31,3,8,3,3,3,3,5,1,5,1,1,21582,2,7194.0,True,False,True,False,True,False,False,True,False,True,False,False,0
31,1,9,3,5,3,3,7,1,1,1,2,25555,1,8518.333333,True,False,False,True,False,False,False,True,False,True,False,False,0
31,1,9,3,5,1,3,2,0,4,0,1,21398,2,7132.666667,True,False,False,True,True,False,False,True,True,False,False,False,0
